TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
HBOR3;8,92;;45,02;0,71;0,27;19,73;5,46;2,72;22,47;40,90;18,44;0,58;1,23;0,55;-1,02;3,12;1,58;0,61;0,98;0,38;0,62;0,22;-5,72;-2,10;19.053.036,42;12,51;0,20;-0,36;1.193.951.562,24
HBRE3;18,90;;9,32;1,75;0,81;87,25;477,57;270,19;5,27;7,23;1,96;0,65;25,18;-35,53;-0,85;0,64;18,78;8,73;15,89;0,46;0,42;0,03;;;;10,80;2,03;;1.950.271.740,90
HBSA3;5,84;;-42,07;2,91;0,78;25,48;13,86;-7,22;21,91;36,37;14,46;1,92;3,04;4,52;-1,04;3,20;-6,92;-1,85;2,65;0,27;0,73;0,26;49,43;;29.896.216,82;2,01;-0,14;0,15;4.440.634.635,12
HBTS5;24,60;0,20;-15,59;0,76;0,17;71,38;-21,78;-20,65;-14,79;-22,89;-8,11;0,42;3,22;-1,46;-0,20;0,54;-4,89;-1,10;-5,18;0,22;0,78;0,05;;;56.277,57;32,25;-1,58;0,20;224.688.700,20
HETA3;4,01;;4,90;-0,01;0,19;100,00;80,19;32,53;1,99;319,64;315,74;;1,60;-0,05;-0,20;0,02;-0,11;3,89;-1,70;-35,72;36,72;0,12;-21,42;-46,73;;-750,28;0,82;-0,05;4.003.365,77
HETA4;9,79;;11,97;-0,01;0,47;100,00;80,19;32,53;4,86;319,64;315,74;;3,89;-0,13;-0,50;0,02;-0,11;3,89;-1,70;-35,72;36,72;0,12;-21,42;-46,73;23.161,30;-750,28;0,82;-0,13;4.003.365,77
HGTX3;15,96;2,76;7,56;1,60;1,11;39,09;7,56;31,95;31,96;29,78;-2,17;-0,11;2,42;3,26;-2,85;2,25;21,14;14,65;0,15;0,69;0,31;0,46;-7,54;4,05;36.639.346,39;9,98;2,11;0,13;2.594.041.634,52
HOOT3;0,00;;0,00;0,00;0,00;54,47;-284,86;-318,57;0,00;-0,11;0,02;;0,00;0,00;0,00;0,05;-40,98;-36,82;35,21;-0,90;1,95;0,12;-11,72;;;-22,84;-9,36;0,00;20.525.684,40
HOOT4;2,60;;-0,28;-0,11;0,10;54,47;-284,86;-318,57;-0,31;-0,11;0,02;;0,89;-0,08;-0,11;0,05;-40,98;-36,82;35,21;-0,90;1,95;0,12;-11,72;;6.251,79;-22,84;-9,36;0,00;20.525.684,40
HYPE3;32,87;3,57;16,08;2,25;1,21;64,30;32,26;31,67;15,79;16,37;0,58;0,08;5,09;3,95;-2,23;3,01;14,02;7,51;8,41;0,54;0,46;0,24;6,70;18,26;123.842.184,06;14,59;2,04;1,43;20.820.542.452,01
IDVL3;2,16;;-0,99;0,93;0,06;-18,91;-40,19;-154,60;-3,81;-3,84;;;1,53;0,48;-0,13;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;289.164,47;2,31;-2,18;0,00;224.007.574,38
IDVL4;2,67;;-1,22;1,16;0,07;-18,91;-40,19;-154,60;-4,71;-3,84;;;1,89;0,59;-0,16;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;89.696,16;2,31;-2,18;0,00;224.007.574,38
IGBR3;11,90;;-1,63;-0,16;0,78;80,85;-655,78;-1.542,07;-3,84;-27,16;-23,32;;25,17;-1,98;-0,84;0,15;-9,87;-47,71;198,41;-4,83;5,83;0,03;-8,75;;2.699.723,82;-73,87;-7,29;-0,06;148.809.095,40
IGSN3;0,00;;0,00;0,00;0,00;42,78;23,69;4,79;0,00;0,01;0,01;1,35;0,00;0,00;0,00;2,70;4.603,21;1.288,62;6.333,81;0,28;0,72;269,20;9,74;21,41;;0,00;0,18;0,00;0,00
IGTA3;36,21;0,57;31,62;2,03;0,93;59,26;53,14;29,94;17,81;23,06;5,25;0,60;9,47;6,18;-1,27;2,33;6,42;2,95;4,39;0,46;0,54;0,10;1,21;0,88;75.127.723,64;17,83;1,15;-0,91;6.395.105.239,38
INEP3;31,26;;-0,60;-0,12;0,19;19,54;-4.232,60;-5.843,94;-0,83;-3,18;-2,38;;35,23;-0,12;-0,22;0,10;-19,63;-30,72;21,52;-1,57;2,57;0,01;-53,72;;679.004,64;-264,21;-51,86;0,88;246.559.065,46
INEP4;28,00;;-0,54;-0,11;0,17;19,54;-4.232,60;-5.843,94;-0,75;-3,18;-2,38;;31,55;-0,11;-0,20;0,10;-19,63;-30,72;21,52;-1,57;2,57;0,01;-53,72;;836.232,24;-264,21;-51,86;0,79;246.559.065,46
INNT3;0,00;;0,00;0,00;0,00;21,81;3,30;1,98;0,00;13,46;13,46;1,50;0,00;0,00;0,00;1,58;6,69;0,67;0,51;0,10;0,90;0,34;62,50;37,41;;0,90;0,06;0,00;0,00
INTB3;19,05;;32,43;7,53;3,04;36,33;14,93;9,90;21,50;21,01;-0,49;-0,17;3,21;8,21;-15,03;1,86;23,21;9,36;20,53;0,40;0,60;0,95;;;48.645.063,67;2,53;0,59;;6.240.991.645,50
IRBR3;6,18;2,14;-5,15;1,84;0,34;-18,47;-21,42;-17,94;-4,31;-4,31;;;0,92;-5,58;-1,07;0,92;-35,74;-6,70;;0,19;0,81;0,37;17,75;;199.529.284,18;3,36;-1,20;0,02;7.835.562.251,76
ITEC3;40,10;;-35,12;22,04;9,22;-121,18;-18.852,94;-7.435,88;-13,85;-13,21;0,64;-1,02;2.611,73;25,42;-16,70;5,23;-62,76;-26,24;-174,07;0,42;0,58;0,00;-75,29;;;1,82;-1,14;1,36;443.994.658,60
ITSA3;11,22;2,12;13,37;1,56;1,30;31,50;131,36;120,00;12,22;11,83;0,17;0,02;16,05;21,97;-1,46;2,15;11,64;9,72;11,36;0,84;0,16;0,08;3,78;-3,97;2.196.168,85;7,21;0,84;-0,42;90.062.981.329,80
ITSA4;10,44;2,28;12,44;1,45;1,21;31,50;131,36;120,00;11,37;11,83;0,17;0,02;14,93;20,44;-1,36;2,15;11,64;9,72;11,36;0,84;0,16;0,08;3,78;-3,97;380.089.991,61;7,21;0,84;-0,39;90.062.981.329,80
ITUB3;25,09;1,97;13,02;1,59;0,12;57,67;3,01;10,87;47,03;49,92;;;1,42;;-0,12;;12,23;0,94;;0,08;0,92;0,09;6,04;-10,45;18.809.998,30;15,76;1,93;-0,43;261.104.792.247,00
ITUB4;28,21;1,75;14,64;1,79;0,14;57,67;3,01;10,87;52,88;49,92;;;1,59;;-0,14;;12,23;0,94;;0,08;0,92;0,09;6,04;-10,45;1.247.879.355,30;15,76;1,93;-0,48;261.104.792.247,00
JALL3;7,71;;22,61;4,09;0,81;50,14;40,67;10,39;5,78;9,02;3,25;2,30;2,35;3,68;-1,52;1,88;18,08;3,57;14,56;0,20;0,80;0,34;;;14.996.895,21;1,89;0,34;;2.272.114.571,61
JBDU3;2,25;;-2,62;0,18;0,06;;;;-2,92;-3,65;-1,48;0,09;;-0,34;-0,06;0,00;-6,76;-2,26;-5,56;0,33;0,67;0,00;;;68.619,39;12,70;-0,86;0,04;8.382.009,60
JBDU4;1,38;;-1,61;0,11;0,04;;;;-1,79;-3,65;-1,48;0,09;;-0,21;-0,04;0,00;-6,76;-2,26;-5,56;0,33;0,67;0,00;;;54.839,67;12,70;-0,86;0,02;8.382.009,60
JBSS3;27,80;1,94;24,19;1,85;0,44;17,04;7,89;1,20;3,68;6,27;2,60;1,30;0,29;2,80;-0,71;1,69;7,64;1,81;14,38;0,24;0,74;1,51;11,17;21,85;393.143.603,52;15,04;1,15;-0,86;72.929.787.358,80
JFEN3;4,33;;-0,95;-1,60;0,35;-49,78;-182,10;-237,31;-1,24;-2,81;-1,57;;2,26;-20,97;-2,40;0,98;-168,26;-36,67;-193,80;-0,22;1,30;0,15;-26,22;;55.586,00;-2,70;-4,55;0,08;455.532.518,95
JHSF3;7,04;2,07;7,54;1,27;0,67;69,23;69,73;54,99;5,94;6,59;0,64;0,14;4,14;6,21;-0,89;1,72;16,82;8,84;13,05;0,53;0,47;0,16;13,16;42,24;59.361.834,94;5,55;0,93;0,08;4.850.731.445,12
JOPA3;35,00;0,82;7,72;0,69;0,18;30,82;10,08;3,24;2,48;6,48;3,99;1,10;0,25;0,63;-0,55;1,70;8,88;2,28;5,20;0,26;0,66;0,71;3,46;-6,68;44.872,63;51,05;4,53;0,00;372.353.155,00
JOPA4;50,00;0,63;11,03;0,98;0,25;30,82;10,08;3,24;3,54;6,48;3,99;1,10;0,36;0,91;-0,78;1,70;8,88;2,28;5,20;0,26;0,66;0,71;3,46;-6,68;8.599,67;51,05;4,53;0,01;372.353.155,00
JPSA3;24,99;0,55;28,71;0,69;0,31;59,31;49,40;11,31;6,57;12,44;5,87;0,62;3,25;2,07;-0,43;2,33;2,41;1,09;3,93;0,45;0,55;0,10;1,23;;4.623.009,06;36,11;0,87;-0,71;2.196.350.458,26
JSLG3;8,88;0,62;13,77;2,33;0,51;10,67;6,91;6,39;12,73;22,35;9,63;1,77;0,88;2,60;-0,85;2,01;16,95;3,73;4,59;0,22;0,78;0,58;-13,95;22,94;5.173.505,06;3,80;0,65;-0,68;2.486.320.772,64
KEPL3;45,10;1,21;17,54;2,29;1,25;24,21;11,98;10,08;14,76;11,47;-3,29;-0,51;1,77;7,73;-2,98;1,39;13,07;7,13;11,01;0,55;0,45;0,71;-1,00;61,09;14.243.714,91;19,67;2,57;0,22;1.186.669.892,10
KLBN11;28,25;;-12,76;7,24;0,90;39,52;26,90;-20,82;9,87;16,03;6,15;4,51;2,66;4,43;-1,30;2,98;-56,74;-7,05;5,83;0,12;0,88;0,34;16,01;;307.270.823,64;3,90;-2,21;0,03;31.741.094.071,40
KLBN3;5,70;;-12,87;7,30;0,91;39,52;26,90;-20,82;9,96;16,03;6,15;4,51;2,68;4,46;-1,31;2,98;-56,74;-7,05;5,83;0,12;0,88;0,34;16,01;;2.309.879,97;0,78;-0,44;0,03;31.741.094.071,40
KLBN4;5,66;;-12,78;7,25;0,90;39,52;26,90;-20,82;9,89;16,03;6,15;4,51;2,66;4,43;-1,30;2,98;-56,74;-7,05;5,83;0,12;0,88;0,34;16,01;;12.650.079,76;0,78;-0,44;0,03;31.741.094.071,40
LAME3;20,50;1,05;98,09;2,44;0,81;33,48;6,74;1,85;26,92;28,58;0,26;0,02;1,82;1,98;-2,39;2,61;2,48;0,83;3,77;0,33;0,67;0,45;3,50;37,33;55.008.453,91;8,42;0,21;-2,23;40.658.617.026,82
LAME4;22,14;0,97;105,94;2,63;0,87;33,48;6,74;1,85;29,07;28,58;0,26;0,02;1,96;2,14;-2,59;2,61;2,48;0,83;3,77;0,33;0,67;0,45;3,50;37,33;362.333.546,85;8,42;0,21;-2,41;40.658.617.026,82
LAVV3;7,66;;17,58;1,26;0,97;41,67;33,06;26,01;13,83;6,57;-7,26;-0,66;4,57;1,49;-5,57;4,77;7,19;5,52;8,20;0,77;0,23;0,21;;;10.492.426,30;6,06;0,44;0,16;1.644.055.474,32
LCAM3;24,15;1,53;31,86;2,93;0,85;24,87;13,89;6,90;15,82;20,23;4,41;0,82;2,20;10,14;-1,27;1,34;9,21;2,67;5,88;0,29;0,71;0,39;51,17;83,45;75.251.632,36;8,23;0,76;2,27;12.285.815.275,65
LEVE3;20,32;2,71;20,94;1,94;0,93;26,09;8,06;5,18;13,47;13,26;-0,21;-0,03;1,09;4,64;-2,14;1,55;9,28;4,45;9,37;0,48;0,52;0,86;-0,25;-6,62;5.785.469,79;10,46;0,97;-0,40;2.607.228.720,00
LHER3;0,00;;0,00;0,00;0,00;63,41;22,35;10,99;0,00;-3,77;-3,77;-0,15;0,00;0,00;0,00;6,36;1,95;0,67;3,94;0,34;0,66;0,06;4,31;-51,59;;141,54;2,76;0,00;0,00
LHER4;0,00;;0,00;0,00;0,00;63,41;22,35;10,99;0,00;-3,77;-3,77;-0,15;0,00;0,00;0,00;6,36;1,95;0,67;3,94;0,34;0,66;0,06;4,31;-51,59;;141,54;2,76;0,00;0,00
LIGT3;19,11;;10,29;1,01;0,27;24,44;13,62;5,29;4,00;7,70;3,70;0,93;0,54;9,41;-0,39;1,10;9,78;2,62;8,51;0,27;0,73;0,50;3,68;78,83;60.077.488,88;18,99;1,86;-0,21;7.119.532.241,64
LINX3;37,05;0,30;-1.473,67;4,17;2,60;66,79;3,94;-0,55;205,89;198,78;-7,11;-0,14;8,12;10,21;-4,79;2,26;-0,28;-0,18;0,81;0,62;0,38;0,32;16,40;-10,47;47.573.110,18;8,89;-0,03;13,37;7.017.601.968,00
LIPR3;68,90;;17,91;4,06;3,54;;;;19,05;16,92;-2,13;-0,45;;11,48;-5,98;4,06;22,66;19,74;21,30;0,87;0,13;0,00;;53,51;84.484,45;16,98;3,85;-0,01;810.600.852,10
LJQQ3;15,30;0,44;42,22;5,98;1,29;41,32;9,47;4,19;18,66;17,81;-0,85;-0,27;1,77;4,58;-4,65;1,64;14,16;3,06;14,38;0,22;0,78;0,73;;;41.072.765,33;2,56;0,36;0,34;2.865.541.115,70
LLIS3;4,09;;-0,64;0,45;0,11;31,90;-172,04;-68,62;-0,25;-1,67;-1,42;2,52;0,44;0,87;-0,15;2,16;-70,98;-17,67;-75,30;0,25;0,75;0,26;4,50;;294.444,33;9,02;-6,40;0,00;281.599.890,61
LOGG3;31,34;1,71;22,88;1,04;0,76;98,80;177,16;98,89;12,77;14,15;1,38;0,11;22,62;7,07;-0,93;2,37;4,54;3,32;4,06;0,73;0,27;0,03;8,78;52,67;13.649.208,48;30,15;1,37;0,41;3.201.667.886,36
LOGN3;16,18;;131,79;4,82;0,77;20,68;17,12;1,15;8,85;12,38;3,53;1,92;1,52;2,66;-1,49;2,54;3,66;0,59;9,07;0,16;0,84;0,51;4,71;;12.992.291,18;3,36;0,12;8,05;1.706.815.110,38
LPSB3;3,57;;-35,65;3,18;1,40;85,78;17,86;-9,39;18,73;13,87;-4,86;-0,83;3,35;4,60;-2,62;2,90;-8,93;-3,93;7,51;0,44;0,57;0,42;-13,72;;4.407.259,55;1,12;-0,10;1,71;526.770.032,67
LREN3;42,47;0,76;30,84;6,15;2,31;57,23;11,37;14,54;39,46;40,29;0,83;0,13;4,49;10,36;-5,88;1,58;19,93;7,49;8,47;0,38;0,62;0,51;4,17;13,62;384.317.020,12;6,91;1,38;-120,04;33.813.348.818,70
LTEL3B;86,61;0,41;62,34;6,62;5,58;;;;59,08;59,12;0,04;0,00;;48,12;-6,48;5,95;10,62;8,95;9,57;0,84;0,16;0,00;;;;13,08;1,39;-0,67;18.664.056.853,83
LUPA3;2,14;;2,78;0,41;0,12;22,81;10,91;37,70;9,59;27,27;17,69;0,75;1,05;0,48;-0,19;2,55;14,68;4,18;0,89;0,28;0,72;0,11;-27,27;;631.034,27;5,25;0,77;-0,02;57.105.125,32
LUXM3;0,00;;0,00;0,00;0,00;25,92;13,66;10,95;0,00;14,03;0,41;0,06;0,00;0,00;0,00;2,02;12,15;7,55;7,49;0,62;0,38;0,69;13,39;26,08;;18,64;2,27;0,00;199.875.060,00
LUXM4;68,97;6,77;30,45;3,70;2,30;25,92;13,66;10,95;24,41;14,03;0,41;0,06;3,33;18,77;-3,04;2,02;12,15;7,55;7,49;0,62;0,38;0,69;13,39;26,08;28.872,82;18,64;2,27;0,25;199.875.060,00
LWSA3;24,17;0,13;798,66;21,54;11,62;41,99;10,43;3,91;299,42;291,48;-7,94;-0,57;31,22;30,87;-40,18;2,13;2,70;1,45;4,15;0,54;0,46;0,37;;;286.124.205,79;1,12;0,03;106,22;14.150.611.029,24
MAPT3;50,01;;-264,10;-8,02;59,45;;;;-267,17;-267,15;0,00;;;-11.488,48;-59,45;0,00;-3,04;-22,51;3,00;-7,41;8,41;0,00;;;5.001,00;-6,23;-0,19;-30,18;45.949.294,55
MAPT4;50,00;;-264,05;-8,02;59,44;;;;-267,12;-267,15;0,00;;;-11.486,19;-59,44;0,00;-3,04;-22,51;3,00;-7,41;8,41;0,00;;;5.000,00;-6,23;-0,19;-30,18;45.949.294,55
MBLY3;23,60;;-158,29;503,24;9,62;41,03;-0,22;-2,90;-2.080,43;-2.101,36;-20,93;5,06;4,59;-60,86;-29,68;0,81;-317,92;-6,08;-2,09;0,02;0,98;2,10;;;27.399.389,55;0,05;-0,15;;2.513.161.734,40
MDIA3;31,52;1,45;13,04;1,64;1,10;34,96;11,29;11,31;13,06;13,46;0,40;0,05;1,47;6,02;-1,88;1,80;12,60;8,47;9,31;0,67;0,33;0,75;5,91;-1,46;34.627.763,58;19,18;2,42;0,15;10.685.280.000,00
MDNE3;8,95;;-7,59;0,76;0,37;27,07;-14,09;-19,50;-10,51;-11,45;-0,94;0,07;1,48;1,64;-0,64;2,12;-10,01;-4,82;-7,37;0,48;0,52;0,25;-8,09;;2.902.528,55;11,78;-1,18;-1,93;759.938.906,25
MEAL3;3,57;;-2,23;0,82;0,38;25,41;-42,12;-37,35;-1,97;-2,05;-0,07;0,03;0,83;3,27;-0,52;1,76;-36,63;-17,11;-34,91;0,47;0,53;0,46;29,56;;25.968.516,58;4,38;-1,60;0,00;1.022.339.222,10
MELK3;5,50;;26,91;0,95;0,64;22,37;9,40;7,31;20,92;9,54;-11,38;-0,52;1,97;1,06;-5,62;3,15;3,55;2,37;3,28;0,67;0,33;0,32;;;4.509.451,85;5,76;0,20;-4,15;1.143.831.375,50
MERC3;31,20;;64,18;2,27;1,86;79,12;22,22;15,28;44,13;31,46;;;9,81;6,08;-3,06;4,63;3,54;2,90;;0,82;0,18;0,19;-30,32;;21.988,80;13,75;0,49;-1,25;400.605.039,00
MERC4;10,60;;21,81;0,77;0,63;79,12;22,22;15,28;14,99;31,46;;;3,33;2,07;-1,04;4,63;3,54;2,90;;0,82;0,18;0,19;-30,32;;9.437,21;13,75;0,49;-0,42;400.605.039,00
MGEL3;74,10;;-3,99;-0,89;1,03;15,80;8,07;-20,64;10,21;19,91;15,44;;0,82;3,22;-2,85;2,01;-22,28;-25,84;13,88;-1,16;2,16;1,25;4,34;;;-83,32;-18,56;0,00;187.741.218,00
MGEL4;9,30;;-0,50;-0,11;0,13;15,80;8,07;-20,64;1,28;19,91;15,44;;0,10;0,40;-0,36;2,01;-22,28;-25,84;13,88;-1,16;2,16;1,25;4,34;;75.987,18;-83,32;-18,56;0,00;187.741.218,00
MGLU3;22,29;0,22;369,82;19,78;5,88;25,77;2,83;1,34;175,68;174,20;-1,48;-0,17;4,96;42,82;-18,46;1,25;5,35;1,59;8,90;0,30;0,70;1,18;26,58;;939.511.527,97;1,13;0,06;-6,43;144.861.079.441,92
MILS3;6,60;;-350,31;1,51;1,13;39,39;2,67;-0,94;122,87;114,38;-8,49;-0,10;3,28;4,08;-1,80;3,84;-0,43;-0,32;0,45;0,74;0,26;0,34;-2,55;;8.493.317,76;4,36;-0,02;3,92;1.662.911.118,00
MMAQ3;0,00;;0,00;0,00;0,00;7,76;4,97;3,47;0,00;-2,98;-3,02;-0,49;0,00;0,00;0,00;2,28;11,41;7,26;9,78;0,64;0,36;2,09;23,61;19,02;;3.911,73;446,27;0,00;1.115.195,25
MMAQ4;49,73;328,32;0,11;0,01;0,01;7,76;4,97;3,47;0,08;-2,98;-3,02;-0,49;0,00;0,02;-0,04;2,28;11,41;7,26;9,78;0,64;0,36;2,09;23,61;19,02;;3.911,73;446,27;0,00;1.115.195,25
MMXM3;17,50;;-0,99;-0,14;0,88;-2,34;-4.304,30;-44.701,56;-10,30;-34,53;-24,23;;443,53;-0,13;-1,05;0,02;-13,73;-88,53;2,71;-6,45;7,46;0,00;-67,19;;1.669.315,00;-128,50;-17,64;0,04;113.543.202,50
MNDL3;21,03;;-3,29;-0,33;0,05;33,48;8,96;-3,26;1,20;4,53;3,33;;0,11;-0,08;-0,07;0,30;-10,16;-1,49;-520,81;-0,15;1,15;0,46;5,04;;42.554,52;-62,96;-6,40;-0,02;52.159.867,80
MNPR3;8,50;;-4,21;-0,16;0,25;29,39;14,00;-5,83;1,75;1,76;0,01;;0,25;-0,15;-0,44;0,21;-3,89;-6,02;-9,28;-1,55;2,55;1,03;4,71;;262.678,09;-51,89;-2,02;0,06;60.350.850,00
MOAR3;244,00;3,91;-39,63;3,36;2,05;0,39;-120,05;-68,06;-22,47;-20,68;1,79;-0,27;26,97;6,61;-3,50;3,95;-8,48;-5,16;-16,50;0,61;0,39;0,08;-25,48;-11,37;536.294,52;72,63;-6,16;0,23;2.989.297.924,00
MOSI3;23,65;;88,43;30,65;14,88;92,07;32,40;21,06;57,49;57,50;0,01;0,01;18,63;51,21;-36,51;1,96;34,66;16,82;25,49;0,49;0,51;0,80;;;116.079.045,86;0,77;0,27;;2.993.990.197,00
MOVI3;17,01;0,87;46,64;2,16;0,60;21,19;7,45;2,67;16,71;25,63;8,92;1,15;1,24;-74,74;-0,83;0,97;4,62;1,28;4,05;0,28;0,72;0,48;27,48;10,21;37.440.222,48;7,89;0,36;-0,89;5.084.646.448,14
MRFG3;15,96;;3,44;3,23;0,29;17,37;11,64;4,89;1,45;3,45;2,00;4,48;0,17;2,49;-0,54;1,33;93,96;8,36;23,40;0,09;0,91;1,71;28,12;;171.701.937,09;4,94;4,64;0,00;11.353.463.811,48
MRSA3B;51,09;0,66;59,78;4,03;1,64;26,27;21,22;8,76;24,68;19,65;2,38;0,39;5,24;80,65;-2,01;1,12;6,75;2,74;7,45;0,41;0,59;0,31;0,88;5,85;14.503,17;12,67;0,85;-1,24;12.151.727.759,67
MRSA5B;16,68;2,22;19,52;1,32;0,54;26,27;21,22;8,76;8,06;19,65;2,38;0,39;1,71;26,33;-0,66;1,12;6,75;2,74;7,45;0,41;0,59;0,31;0,88;5,85;9.900,00;12,67;0,85;-0,41;12.151.727.759,67
MRSA6B;29,62;1,25;34,66;2,34;0,95;26,27;21,22;8,76;14,31;19,65;2,38;0,39;3,04;46,76;-1,17;1,12;6,75;2,74;7,45;0,41;0,59;0,31;0,88;5,85;5.801,00;12,67;0,85;-0,72;12.151.727.759,67
MRVE3;17,73;3,09;15,56;1,42;0,47;28,20;10,74;8,28;12,00;17,00;5,00;0,59;1,29;1,73;-0,90;2,37;9,12;3,05;5,37;0,33;0,67;0,37;6,89;0,85;76.325.489,70;12,50;1,14;-0,77;8.561.374.335,09
MSPA3;48,00;;-5,03;0,37;0,22;24,01;-56,68;-59,76;-5,30;-6,17;-0,79;0,05;3,00;4,99;-0,23;2,35;-7,31;-4,31;-6,43;0,59;0,41;0,07;-14,68;;4.810,00;130,66;-9,55;-0,01;312.225.541,76
MSPA4;54,19;;-5,67;0,41;0,24;24,01;-56,68;-59,76;-5,98;-6,17;-0,79;0,05;3,39;5,64;-0,26;2,35;-7,31;-4,31;-6,43;0,59;0,41;0,07;-14,68;;16.486,00;130,66;-9,55;-0,01;312.225.541,76
MSRO3;702,50;;29.281,89;361,06;80,77;31,00;18,77;0,59;916,57;922,17;5,59;2,20;172,02;-794,36;-108,33;0,71;1,23;0,28;9,66;0,22;0,78;0,47;15,89;-13,57;;1,95;0,02;2.518,24;18.271.898.550,00
MTIG3;0,00;;0,00;0,00;0,00;11,76;-5,17;9,69;0,00;-12,20;-10,89;2,47;0,00;0,00;0,00;0,72;42,51;8,44;-48,15;0,20;0,80;0,87;10,03;;;115,27;49,00;0,00;8.286.144,00
MTIG4;51,50;;1,05;0,45;0,09;11,76;-5,17;9,69;-1,97;-12,20;-10,89;2,47;0,10;-0,63;-0,14;0,72;42,51;8,44;-48,15;0,20;0,80;0,87;10,03;;14.877,45;115,27;49,00;0,00;8.286.144,00
MTRE3;12,81;;28,05;1,35;1,03;33,98;9,26;11,75;35,59;16,66;-18,94;-0,72;3,29;1,56;-5,69;5,09;4,80;3,66;2,87;0,76;0,24;0,31;;;10.945.858,00;9,52;0,46;0,55;1.354.975.444,20
MTSA3;34,41;1,99;6,48;1,13;0,82;28,35;18,11;14,67;5,25;3,94;-1,03;-0,22;0,95;1,57;-3,46;3,13;17,38;12,59;11,27;0,72;0,28;0,86;4,06;-2,01;;30,54;5,31;0,03;297.619.880,30
MTSA4;31,00;2,44;5,84;1,01;0,73;28,35;18,11;14,67;4,73;3,94;-1,03;-0,22;0,86;1,41;-3,11;3,13;17,38;12,59;11,27;0,72;0,28;0,86;4,06;-2,01;150.435,88;30,54;5,31;0,03;297.619.880,30
MULT3;23,41;1,94;14,59;2,26;1,33;74,59;106,00;89,15;12,27;13,92;1,66;0,30;13,00;16,75;-1,61;1,84;15,47;9,13;11,12;0,59;0,41;0,10;0,31;21,64;204.300.126,45;10,38;1,60;0,14;14.063.812.083,75
MWET3;37,00;;3,06;-0,41;0,41;11,17;31,90;17,01;1,63;1,69;0,97;;0,52;-0,99;-0,55;0,37;-13,44;13,53;-27,44;-1,01;2,01;0,80;-0,73;;47.376,07;-89,91;12,09;-0,02;33.888.449,40
MWET4;6,20;;0,51;-0,07;0,07;11,17;31,90;17,01;0,27;1,69;0,97;;0,09;-0,17;-0,09;0,37;-13,44;13,53;-27,44;-1,01;2,01;0,80;-0,73;;86.643,82;-89,91;12,09;0,00;33.888.449,40
MYPK3;12,40;;-3,88;0,50;0,15;6,45;-2,11;-5,61;-10,32;-29,35;-19,03;0,92;0,22;2,35;-0,26;1,19;-12,93;-3,96;-2,09;0,31;0,69;0,71;5,05;;25.596.272,12;24,74;-3,20;0,02;1.906.123.052,40
NAFG3;64,37;;11,80;2,76;1,15;41,15;16,49;9,34;6,68;5,06;1,17;0,48;1,10;3,20;-2,87;2,52;23,42;9,77;15,89;0,42;0,58;1,05;7,87;33,76;;23,30;5,46;-1,14;508.315.292,42
NAFG4;19,02;;3,49;0,82;0,34;41,15;16,49;9,34;1,97;5,06;1,17;0,48;0,33;0,94;-0,85;2,52;23,42;9,77;15,89;0,42;0,58;1,05;7,87;33,76;;23,30;5,46;-0,34;508.315.292,42
NEMO3;0,00;;0,00;0,00;0,00;37,74;27,71;-9,65;0,00;7,56;7,56;8,63;0,00;0,00;0,00;2,20;-39,77;-2,89;1,90;0,07;0,93;0,30;24,40;;;42,74;-16,99;0,00;0,00
NEMO5;52,97;0,06;-3,12;1,24;0,09;37,74;27,71;-9,65;1,09;7,56;7,56;8,63;0,30;0,93;-0,11;2,20;-39,77;-2,89;1,90;0,07;0,93;0,30;24,40;;;42,74;-16,99;-0,01;0,00
NEMO6;0,00;;0,00;0,00;0,00;37,74;27,71;-9,65;0,00;7,56;7,56;8,63;0,00;0,00;0,00;2,20;-39,77;-2,89;1,90;0,07;0,93;0,30;24,40;;;42,74;-16,99;0,00;0,00
NEOE3;16,64;2,70;7,19;0,94;0,30;23,05;15,25;8,78;4,14;8,51;4,37;0,99;0,63;6,78;-0,39;1,25;13,06;4,24;8,22;0,32;0,68;0,48;16,97;50,84;35.626.938,85;17,72;2,31;0,28;20.197.586.206,72
NGRD3;7,96;;158,99;13,85;5,66;66,82;16,13;5,79;57,05;59,50;2,45;0,59;9,20;165,64;-7,82;1,14;8,71;3,56;10,07;0,41;0,59;0,62;;;65.920.451,21;0,57;0,05;;1.899.752.146,80
NORD3;22,50;;444,73;-1,07;8,73;91,85;200,19;21,18;47,04;58,74;11,70;;94,17;-3,09;-9,33;0,02;-0,24;1,96;-3,09;-8,20;9,20;0,09;;;95.733,06;-21,13;0,05;-4,14;148.983.435,00
